timestamp,Open,High,Low,Close,prediction,prediction2
2024-01-05 20:00:00,2233.8,2261.1,2233.8,2247.81,-0.028008638021094604,0.0036006292412931193
2024-01-05 21:00:00,2247.81,2248.23,2233.22,2245.53,-0.028584077626759376,0.003868414518848109
2024-01-05 22:00:00,2245.53,2248.94,2237.31,2247.17,-0.029185313313560328,0.004475354481151593
2024-01-05 23:00:00,2247.17,2277.29,2247.17,2267.98,-0.029368473521580583,0.0051141948050074035
2024-01-06 00:00:00,2267.98,2269.61,2257.33,2262.7,-0.028602899261974672,0.003819994080454011
2024-01-06 01:00:00,2262.7,2263.13,2252.38,2254.54,-0.03004014033757037,0.0017250114363213762
2024-01-06 02:00:00,2254.54,2257.58,2250.7,2254.54,-0.027174964089377255,-0.004342032919849466
2024-01-06 03:00:00,2254.54,2255.39,2249.52,2252.75,-0.029903371866930813,-0.00326845501518554
2024-01-06 04:00:00,2252.75,2255.43,2244.47,2246.11,-0.03069825178628768,-0.0029655267353673404
2024-01-06 05:00:00,2246.11,2248.95,2228.88,2234.86,-0.03086729301817083,-0.005903582975043706
2024-01-06 06:00:00,2234.86,2234.9,2216.01,2219.3,-0.03086733091917753,-0.008622008695425074
2024-01-06 07:00:00,2219.3,2232.82,2216.2,2232.51,-0.031012293363559318,-0.002457235223408967
2024-01-06 08:00:00,2232.51,2237.45,2228.0,2236.69,-0.031489841328864274,0.0011854267053988336
2024-01-06 09:00:00,2236.69,2238.58,2232.55,2233.79,-0.030915057508428972,0.005067825494455112
2024-01-06 10:00:00,2233.79,2238.81,2228.79,2235.36,-0.03097732295471196,0.0016635908315029626
2024-01-06 11:00:00,2235.36,2238.85,2230.29,2238.31,-0.03085166979506306,0.00061735212138372
2024-01-06 12:00:00,2238.31,2241.72,2227.39,2231.93,-0.030915682739289727,0.00034100966643362245
2024-01-06 13:00:00,2231.93,2237.95,2227.53,2236.63,-0.03072587658747344,-9.683243038206848e-05
2024-01-06 14:00:00,2236.63,2247.81,2235.32,2240.97,-0.030978348560107928,5.584032805159109e-05
2024-01-06 15:00:00,2240.97,2247.62,2237.42,2245.5,-0.0310837411673916,-0.00010663910311955411
2024-01-06 16:00:00,2245.5,2249.13,2242.36,2244.71,-0.03037338982973454,0.0014379729163322406
2024-01-06 17:00:00,2244.71,2251.98,2241.77,2247.74,-0.030762399767238036,0.0016311409779042369
2024-01-06 18:00:00,2247.74,2253.79,2243.79,2246.22,-0.030685364929453694,0.00014385683065053703
2024-01-06 19:00:00,2246.22,2247.12,2235.98,2243.47,-0.030965835958823282,-0.001423802345505184
2024-01-06 20:00:00,2243.47,2246.93,2234.73,2240.91,-0.030474650703656774,-0.002564576600306462
2024-01-06 21:00:00,2240.91,2241.94,2234.2,2239.21,-0.03009862955712571,-0.0024350162961471636
2024-01-06 22:00:00,2239.21,2240.28,2229.34,2236.63,-0.029956139154879113,-0.0018860514197334122
2024-01-06 23:00:00,2236.63,2240.0,2229.93,2239.68,-0.030463810010944305,0.0001665852799006618
2024-01-07 00:00:00,2239.68,2253.44,2237.35,2248.44,-0.03019648662957877,0.00206418628876012
2024-01-07 01:00:00,2248.44,2253.4,2240.3,2240.31,-0.03038158781309977,0.0013265322568384837
2024-01-07 02:00:00,2240.31,2248.46,2234.39,2239.43,-0.03011728593248633,0.0001953806782026296
2024-01-07 03:00:00,2239.43,2245.66,2239.3,2241.31,-0.029819312189614883,-0.0013770302026883576
2024-01-07 04:00:00,2241.31,2248.08,2241.31,2247.94,-0.030489443214148784,0.0019544122285739627
2024-01-07 05:00:00,2247.94,2249.9,2240.62,2242.24,-0.029088017067473246,0.001626253256914152
2024-01-07 06:00:00,2242.24,2250.32,2240.3,2249.0,-0.02980485765622951,0.0014937051604771876
2024-01-07 07:00:00,2249.0,2250.96,2245.17,2248.21,-0.03004725432307784,-0.0003190580150971228
2024-01-07 08:00:00,2248.21,2252.56,2238.08,2239.37,-0.02994820601640412,-0.0006621227451611446
2024-01-07 09:00:00,2239.37,2241.7,2229.4,2232.25,-0.03025100935765578,-0.0015652536488365038
2024-01-07 10:00:00,2232.25,2238.93,2232.01,2236.2,-0.02985022456993699,-0.002888850898536448
2024-01-07 11:00:00,2236.2,2242.08,2233.13,2236.41,-0.030242812734871036,-0.00044918255266423866
2024-01-07 12:00:00,2236.41,2241.0,2230.4,2237.25,-0.028765974681898527,0.002219665450226861
2024-01-07 13:00:00,2237.25,2257.44,2236.56,2251.45,-0.02944009698073533,0.0012164702924256253
2024-01-07 14:00:00,2251.45,2254.41,2242.47,2248.19,-0.02922360829193865,0.0025624568493763425
2024-01-07 15:00:00,2248.19,2249.0,2220.67,2229.34,-0.029413634204631386,-0.0031878400353187704
2024-01-07 16:00:00,2229.34,2234.83,2219.85,2225.0,-0.02990890574479286,-0.008289660207660907
2024-01-07 17:00:00,2225.0,2242.08,2219.41,2238.2,-0.029655944296320534,-0.0041408010017734125
2024-01-07 18:00:00,2238.2,2248.33,2235.61,2244.3,-0.02923299492249069,0.00449284048754864
2024-01-07 19:00:00,2244.3,2249.0,2240.67,2247.18,-0.029417707835569656,0.006534524546574711
2024-01-07 20:00:00,2247.18,2250.83,2238.0,2238.0,-0.029512124560049126,0.00016065935582539037
2024-01-07 21:00:00,2238.0,2243.52,2233.49,2238.65,-0.02975149682092923,-0.0024717861141442966
2024-01-07 22:00:00,2238.65,2238.65,2206.0,2214.61,-0.029582735213183674,-0.004052304178682377
2024-01-07 23:00:00,2214.61,2223.95,2202.89,2220.52,-0.02917619451778467,-0.004859026388374289
2024-01-08 00:00:00,2220.52,2223.84,2184.87,2193.26,-0.02907913048566326,-0.011520722325063135
2024-01-08 01:00:00,2193.26,2208.89,2191.71,2203.19,-0.028852085674834545,-0.0011526255776985316
2024-01-08 02:00:00,2203.19,2207.1,2169.45,2182.39,-0.029379795113527087,-0.00898474274260914
2024-01-08 03:00:00,2182.39,2191.39,2165.01,2189.9,-0.027061896080938473,0.00020486157632747292
2024-01-08 04:00:00,2189.9,2197.69,2186.62,2195.76,-0.029883108968542484,0.002169282324328826
2024-01-08 05:00:00,2195.76,2197.11,2188.18,2195.52,-0.026275697069108112,0.005176452864255961
2024-01-08 06:00:00,2195.52,2223.3,2194.0,2212.47,-0.028812205504751547,0.006661633380639563
2024-01-08 07:00:00,2212.47,2229.92,2211.77,2223.1,-0.028969784504157162,0.010029788309676418
2024-01-08 08:00:00,2223.1,2233.85,2219.85,2221.45,-0.029649820597054777,0.009394001501745786
2024-01-08 09:00:00,2221.45,2224.91,2203.37,2209.98,-0.02944665479730223,0.006480563450972199
2024-01-08 10:00:00,2209.98,2228.87,2207.02,2225.99,-0.027918639932345432,0.0030738765029328335
2024-01-08 11:00:00,2225.99,2241.93,2219.55,2240.16,-0.029328770552471576,0.006665455494338684
2024-01-08 12:00:00,2240.16,2269.49,2239.35,2264.46,-0.029856316453306928,0.01808881791871486
2024-01-08 13:00:00,2264.46,2274.25,2257.94,2264.58,-0.02939824839282484,0.006737129452892449
2024-01-08 14:00:00,2264.58,2272.4,2254.79,2260.03,-0.028571678644458014,0.006146473107406073
2024-01-08 15:00:00,2260.03,2283.84,2255.2,2269.43,-0.025332995628500762,0.002853882749440112
2024-01-08 16:00:00,2269.43,2281.6,2258.74,2262.57,-0.025716091487455045,0.0034958409407389707
2024-01-08 17:00:00,2262.57,2307.97,2260.63,2306.96,-0.027069512132915884,0.007832712524136443
2024-01-08 18:00:00,2306.96,2340.98,2304.8,2335.61,-0.026693714987402598,0.022300076186008377
2024-01-08 19:00:00,2335.61,2359.13,2322.63,2354.33,-0.02717165514776181,0.028221352877602256
2024-01-08 20:00:00,2354.33,2357.79,2333.58,2335.99,-0.02264827486690336,0.011471101874538888
2024-01-08 21:00:00,2335.99,2347.48,2332.61,2336.87,-0.022896226994166605,0.0006496415302838816
2024-01-08 22:00:00,2336.87,2342.42,2331.79,2337.01,-0.022825592868235545,-0.005419399618169006
2024-01-08 23:00:00,2337.01,2337.42,2325.18,2330.35,-0.023291033604257196,-0.0020023229686472305
2024-01-09 00:00:00,2330.35,2336.48,2288.61,2306.42,-0.023374627557972934,-0.008635073264265132
2024-01-09 01:00:00,2306.42,2314.42,2295.67,2308.87,-0.022963186187994245,-0.00855441778179989
2024-01-09 02:00:00,2308.87,2316.19,2305.27,2311.88,-0.023330697344373204,-0.005198377335821628
2024-01-09 03:00:00,2311.88,2314.19,2306.21,2308.85,-0.021769129324194135,0.004682967703555106
2024-01-09 04:00:00,2308.85,2316.97,2299.36,2314.44,-0.023474622458776972,0.0008461216310353769
2024-01-09 05:00:00,2314.44,2318.0,2300.81,2308.21,-0.02419714424336168,-0.0013300988856993121
2024-01-09 06:00:00,2308.21,2308.5,2296.31,2301.12,-0.024575480533012724,-0.0027353380996894567
2024-01-09 07:00:00,2301.12,2309.5,2297.37,2305.33,-0.024678155371504914,-0.0031451633947326934
2024-01-09 08:00:00,2305.33,2311.0,2289.18,2290.78,-0.024648935943599324,-0.0032117649742310654
