timestamp,open,high,low,close,volume
2023-01-01 00:00:00,1195.95,1196.61,1192.63,1193.89,36101.32
2023-01-01 01:00:00,1193.89,1196.35,1193.71,1196.0,33638.48
2023-01-01 02:00:00,1196.0,1196.76,1194.13,1195.7,25749.9
2023-01-01 03:00:00,1195.7,1195.7,1191.68,1194.21,56703.09
2023-01-01 04:00:00,1194.21,1194.21,1191.25,1193.02,39444.96
2023-01-01 05:00:00,1193.02,1194.59,1192.85,1194.5,27345.62
2023-01-01 06:00:00,1194.5,1195.23,1194.01,1194.62,29125.26
2023-01-01 07:00:00,1194.62,1195.5,1193.08,1195.07,24432.4
2023-01-01 08:00:00,1195.07,1195.74,1193.75,1194.14,19355.04
2023-01-01 09:00:00,1194.14,1196.4,1193.81,1196.23,28452.7
2023-01-01 10:00:00,1196.23,1196.87,1195.27,1196.75,27759.26
2023-01-01 11:00:00,1196.75,1197.24,1195.47,1196.01,23781.99
2023-01-01 12:00:00,1196.01,1198.32,1195.44,1197.06,28947.63
2023-01-01 13:00:00,1197.06,1197.17,1193.21,1194.73,34043.02
2023-01-01 14:00:00,1194.73,1195.37,1193.93,1194.14,17777.2
2023-01-01 15:00:00,1194.14,1196.2,1193.88,1196.19,23619.3
2023-01-01 16:00:00,1196.19,1197.87,1195.4,1197.06,30851.19
2023-01-01 17:00:00,1197.06,1203.09,1197.05,1200.19,65718.53
2023-01-01 18:00:00,1200.19,1202.5,1200.19,1200.41,22699.91
2023-01-01 19:00:00,1200.41,1204.26,1200.41,1201.33,30047.85
2023-01-01 20:00:00,1201.33,1204.2,1200.84,1200.85,27933.4
2023-01-01 21:00:00,1200.85,1202.47,1200.01,1202.1,29602.94
2023-01-01 22:00:00,1202.1,1202.56,1199.74,1200.48,28155.79
2023-01-01 23:00:00,1200.48,1201.99,1198.7,1199.76,43512.24
2023-01-02 00:00:00,1199.76,1200.41,1196.79,1197.79,37330.97
2023-01-02 01:00:00,1197.79,1197.79,1192.63,1194.75,59130.03
2023-01-02 02:00:00,1194.75,1196.76,1194.04,1196.34,27793.08
