timestamp,open,high,low,close,volume
2024-04-21 01:00:00,3133.52,3153.0,3133.01,3147.44,38814.02
2024-04-21 02:00:00,3147.44,3185.75,3142.58,3179.04,67679.86
2024-04-21 03:00:00,3179.04,3195.55,3161.49,3164.5,60942.51
2024-04-21 04:00:00,3164.5,3178.28,3150.92,3173.1,80212.81
2024-04-21 05:00:00,3173.1,3187.65,3167.59,3174.08,54643.03
2024-04-21 06:00:00,3174.08,3189.65,3168.95,3175.89,74269.52
2024-04-21 07:00:00,3175.89,3181.38,3161.37,3177.25,85208.47
2024-04-21 08:00:00,3177.25,3184.44,3166.54,3167.18,71008.57
2024-04-21 09:00:00,3167.18,3173.67,3162.19,3167.55,83275.81
2024-04-21 10:00:00,3167.55,3171.69,3150.92,3167.39,104048.37
2024-04-21 11:00:00,3167.39,3181.33,3155.02,3166.4,94383.68
2024-04-21 12:00:00,3166.4,3174.8,3151.51,3155.22,85873.05
2024-04-21 13:00:00,3155.22,3167.86,3134.5,3143.01,91944.88
2024-04-21 14:00:00,3143.01,3155.71,3139.05,3145.83,98703.08
2024-04-21 15:00:00,3145.83,3163.63,3144.87,3156.68,93834.47
2024-04-21 16:00:00,3156.68,3159.69,3113.9,3135.53,115555.24
2024-04-21 17:00:00,3135.53,3148.08,3130.25,3146.14,75100.14
2024-04-21 18:00:00,3146.14,3146.98,3132.69,3143.29,35154.57
2024-04-21 19:00:00,3143.29,3154.92,3134.21,3135.0,39425.77
2024-04-21 20:00:00,3135.0,3150.96,3127.17,3147.23,39373.73
2024-04-21 21:00:00,3147.23,3167.58,3141.11,3142.93,66258.66
2024-04-21 22:00:00,3142.93,3161.77,3137.24,3152.86,61649.0
2024-04-21 23:00:00,3152.86,3153.6,3138.5,3145.07,47740.28
2024-04-22 00:00:00,3145.07,3166.51,3141.75,3149.45,62097.54
2024-04-22 01:00:00,3149.45,3189.71,3135.3,3137.42,90648.61
2024-04-22 02:00:00,3137.42,3145.84,3126.42,3145.62,80276.07
2024-04-22 03:00:00,3145.62,3209.74,3143.22,3187.76,88793.33
2024-04-22 04:00:00,3187.76,3200.43,3182.03,3191.14,71584.31
2024-04-22 05:00:00,3191.14,3229.57,3191.14,3225.85,60265.85
2024-04-22 06:00:00,3225.85,3234.45,3217.0,3217.73,98434.12
2024-04-22 07:00:00,3217.73,3229.2,3196.3,3201.79,108782.29
2024-04-22 08:00:00,3201.79,3215.74,3192.42,3202.5,115101.56
2024-04-22 09:00:00,3202.5,3215.71,3198.0,3213.0,80387.03
2024-04-22 10:00:00,3213.0,3222.04,3205.9,3206.99,69463.45
2024-04-22 11:00:00,3206.99,3210.5,3185.87,3192.2,70314.06
2024-04-22 12:00:00,3192.2,3206.47,3182.55,3201.66,74446.72
2024-04-22 13:00:00,3201.66,3209.37,3174.65,3190.26,49567.66
2024-04-22 14:00:00,3190.26,3206.14,3175.17,3181.01,54509.63
2024-04-22 15:00:00,3181.01,3184.05,3163.28,3181.19,65900.0
2024-04-22 16:00:00,3181.19,3197.81,3166.73,3182.22,74232.67
2024-04-22 17:00:00,3182.22,3215.5,3181.67,3196.27,80014.81
2024-04-22 18:00:00,3196.27,3202.5,3187.6,3188.97,46532.12
2024-04-22 19:00:00,3188.97,3194.15,3172.22,3185.76,70287.52
2024-04-22 20:00:00,3185.76,3202.25,3180.99,3187.36,51091.48
2024-04-22 21:00:00,3187.36,3196.05,3181.41,3194.73,51657.53
2024-04-22 22:00:00,3194.73,3223.33,3194.51,3217.0,65747.99
2024-04-22 23:00:00,3217.0,3221.23,3192.0,3197.14,74357.85
2024-04-23 00:00:00,3197.14,3215.76,3191.26,3215.17,76813.43
2024-04-23 01:00:00,3215.17,3220.77,3201.7,3203.48,69998.75
2024-04-23 02:00:00,3203.48,3214.0,3187.13,3192.66,64494.9
2024-04-23 03:00:00,3192.66,3197.81,3178.58,3181.4,95445.94
2024-04-23 04:00:00,3181.4,3191.5,3166.66,3174.2,54029.19
2024-04-23 05:00:00,3174.2,3184.99,3169.41,3182.72,66418.72
2024-04-23 06:00:00,3182.72,3189.39,3166.0,3172.69,41761.31
2024-04-23 07:00:00,3172.69,3175.91,3149.63,3157.81,64833.38
2024-04-23 08:00:00,3157.81,3168.69,3150.21,3166.43,59861.69
2024-04-23 09:00:00,3166.43,3170.61,3160.62,3164.48,72285.97
2024-04-23 10:00:00,3164.48,3183.58,3164.48,3178.2,93021.75
2024-04-23 11:00:00,3178.2,3181.07,3161.28,3177.61,113745.02
2024-04-23 12:00:00,3177.61,3188.1,3170.54,3184.66,112718.86
2024-04-23 13:00:00,3184.66,3206.64,3172.61,3205.19,97508.36
2024-04-23 14:00:00,3205.19,3262.53,3202.65,3246.03,123314.21
2024-04-23 15:00:00,3246.03,3247.03,3218.0,3223.55,93307.83
2024-04-23 16:00:00,3223.55,3240.09,3215.6,3231.69,82210.11
2024-04-23 17:00:00,3231.69,3244.87,3222.96,3235.74,49649.12
2024-04-23 18:00:00,3235.74,3238.68,3216.67,3227.5,80040.64
2024-04-23 19:00:00,3227.5,3227.5,3210.36,3215.54,92358.43
2024-04-23 20:00:00,3215.54,3220.42,3183.48,3207.24,59144.16
2024-04-23 21:00:00,3207.24,3210.96,3197.95,3206.7,48762.64
2024-04-23 22:00:00,3206.7,3218.81,3204.56,3213.57,64683.7
2024-04-23 23:00:00,3213.57,3220.84,3199.89,3217.31,80618.0
2024-04-24 00:00:00,3217.31,3231.76,3207.41,3227.2,43072.14
2024-04-24 01:00:00,3227.2,3246.76,3225.36,3236.88,58940.0
2024-04-24 02:00:00,3236.88,3239.22,3213.0,3229.19,80975.55
2024-04-24 03:00:00,3229.19,3243.65,3227.39,3235.05,75880.02
2024-04-24 04:00:00,3235.05,3273.52,3234.57,3269.44,91824.84
2024-04-24 05:00:00,3269.44,3273.15,3247.21,3254.85,91426.81
2024-04-24 06:00:00,3254.85,3258.96,3242.46,3254.04,64098.09
2024-04-24 07:00:00,3254.04,3263.88,3246.76,3247.96,44405.66
2024-04-24 08:00:00,3247.96,3258.61,3242.03,3250.25,52340.7
2024-04-24 09:00:00,3250.25,3252.75,3239.22,3252.27,83710.08
2024-04-24 10:00:00,3252.27,3268.61,3244.0,3264.54,81048.96
2024-04-24 11:00:00,3264.54,3285.18,3263.44,3279.79,87442.16
2024-04-24 12:00:00,3279.79,3291.75,3263.88,3270.23,56385.89
2024-04-24 13:00:00,3270.23,3270.9,3237.2,3245.17,87293.23
2024-04-24 14:00:00,3245.17,3253.81,3184.81,3212.07,125141.96
2024-04-24 15:00:00,3212.07,3212.33,3165.92,3173.51,85315.08
2024-04-24 16:00:00,3173.51,3189.68,3155.63,3171.27,62564.08
2024-04-24 17:00:00,3171.27,3192.02,3170.49,3177.81,56135.6
2024-04-24 18:00:00,3177.81,3178.9,3121.25,3126.66,67837.04
2024-04-24 19:00:00,3126.66,3148.04,3102.0,3133.21,83165.3
2024-04-24 20:00:00,3133.21,3141.07,3114.5,3131.54,79349.98
2024-04-24 21:00:00,3131.54,3148.81,3125.1,3147.69,91240.32
2024-04-24 22:00:00,3147.69,3150.02,3118.43,3129.07,95478.08
2024-04-24 23:00:00,3129.07,3140.75,3109.13,3138.23,68171.28
2024-04-25 00:00:00,3138.23,3159.66,3133.71,3154.13,50468.22
2024-04-25 01:00:00,3154.13,3169.1,3139.64,3140.71,60739.67
2024-04-25 02:00:00,3140.71,3162.01,3124.18,3151.92,62087.99
2024-04-25 03:00:00,3151.92,3158.94,3138.38,3144.41,93390.92
2024-04-25 04:00:00,3144.41,3154.41,3123.25,3154.21,88699.12
2024-04-25 05:00:00,3154.21,3162.93,3140.0,3155.44,66599.54
2024-04-25 06:00:00,3155.44,3165.61,3152.08,3156.47,70686.31
2024-04-25 07:00:00,3156.47,3158.24,3126.89,3134.09,63679.74
2024-04-25 08:00:00,3134.09,3147.64,3121.0,3135.7,52322.94
2024-04-25 09:00:00,3135.7,3151.0,3127.59,3134.09,53521.62
2024-04-25 10:00:00,3134.09,3134.09,3069.28,3080.99,132314.6
2024-04-25 11:00:00,3080.99,3118.61,3079.53,3109.09,53967.04
2024-04-25 12:00:00,3109.09,3154.3,3091.39,3106.12,118534.0
2024-04-25 13:00:00,3106.12,3125.65,3080.2,3121.5,81908.94
2024-04-25 14:00:00,3121.5,3143.59,3102.15,3115.65,71658.22
2024-04-25 15:00:00,3115.65,3166.71,3111.27,3158.5,99954.92
2024-04-25 16:00:00,3158.5,3164.69,3145.56,3155.86,75277.16
2024-04-25 17:00:00,3155.86,3170.87,3143.49,3157.99,65791.57
2024-04-25 18:00:00,3157.99,3172.18,3146.05,3169.06,88228.03
2024-04-25 19:00:00,3169.06,3173.86,3150.93,3163.9,69390.72
2024-04-25 20:00:00,3163.9,3178.16,3153.28,3171.09,85992.65
2024-04-25 21:00:00,3171.09,3189.51,3165.97,3168.13,47587.39
2024-04-25 22:00:00,3168.13,3170.22,3154.57,3157.75,96908.55
2024-04-25 23:00:00,3157.75,3163.91,3150.0,3153.44,67262.9
2024-04-26 00:00:00,3153.44,3157.46,3132.24,3144.63,53267.24
2024-04-26 01:00:00,3144.63,3158.97,3121.95,3145.24,57103.37
2024-04-26 02:00:00,3145.24,3162.48,3143.12,3151.92,59321.05
2024-04-26 03:00:00,3151.92,3153.26,3137.26,3139.64,49175.37
2024-04-26 04:00:00,3139.64,3140.44,3127.15,3131.43,66586.17
2024-04-26 05:00:00,3131.43,3150.58,3126.36,3150.43,53798.3
2024-04-26 06:00:00,3150.43,3151.75,3132.8,3137.56,63341.14
2024-04-26 07:00:00,3137.56,3144.43,3128.22,3132.54,50318.4
2024-04-26 08:00:00,3132.54,3144.06,3130.3,3140.43,33547.39
2024-04-26 09:00:00,3140.43,3155.86,3136.17,3147.77,68095.14
2024-04-26 10:00:00,3147.77,3153.87,3119.04,3120.74,62038.87
2024-04-26 11:00:00,3120.74,3131.07,3120.0,3126.89,44013.5
2024-04-26 12:00:00,3126.89,3149.07,3116.09,3127.55,60583.81
2024-04-26 13:00:00,3127.55,3148.59,3107.47,3144.51,53603.7
2024-04-26 14:00:00,3144.51,3166.66,3119.09,3123.41,75106.94
2024-04-26 15:00:00,3123.41,3132.55,3099.3,3115.21,53041.4
2024-04-26 16:00:00,3115.21,3127.5,3103.02,3119.34,44836.71
2024-04-26 17:00:00,3119.34,3144.16,3116.31,3144.0,76448.24
2024-04-26 18:00:00,3144.0,3153.71,3140.09,3150.92,68232.84
2024-04-26 19:00:00,3150.92,3151.44,3130.86,3131.89,61831.68
2024-04-26 20:00:00,3131.89,3148.91,3131.55,3141.8,52719.82
2024-04-26 21:00:00,3141.8,3152.02,3138.44,3149.27,32501.97
2024-04-26 22:00:00,3149.27,3150.9,3117.7,3129.33,66644.82
2024-04-26 23:00:00,3129.33,3134.41,3124.16,3128.76,63417.41
2024-04-27 00:00:00,3128.76,3136.68,3083.0,3107.1,68054.68
2024-04-27 01:00:00,3107.1,3112.19,3063.78,3091.8,104494.95
2024-04-27 02:00:00,3091.8,3130.65,3087.53,3118.04,40337.62
2024-04-27 03:00:00,3118.04,3123.1,3112.9,3120.54,61940.7
2024-04-27 04:00:00,3120.54,3127.46,3114.15,3124.0,55574.15
2024-04-27 05:00:00,3124.0,3125.37,3105.15,3115.48,71605.4
2024-04-27 06:00:00,3115.48,3129.23,3111.58,3122.02,48927.57
2024-04-27 07:00:00,3122.02,3131.83,3116.59,3117.72,58931.72
2024-04-27 08:00:00,3117.72,3121.3,3109.43,3112.58,69137.54
2024-04-27 09:00:00,3112.58,3120.51,3105.33,3117.5,73017.22
2024-04-27 10:00:00,3117.5,3120.22,3106.71,3112.33,55044.88
2024-04-27 11:00:00,3112.33,3126.56,3106.62,3122.71,37199.44
2024-04-27 12:00:00,3122.71,3140.29,3119.34,3135.21,39658.34
2024-04-27 13:00:00,3135.21,3151.17,3130.53,3148.51,48358.51
2024-04-27 14:00:00,3148.51,3164.79,3141.2,3148.34,48379.89
2024-04-27 15:00:00,3148.34,3154.98,3135.58,3142.58,52860.58
2024-04-27 16:00:00,3142.58,3161.16,3140.26,3150.32,49933.07
2024-04-27 17:00:00,3150.32,3263.0,3150.06,3255.94,76754.04
2024-04-27 18:00:00,3255.94,3282.75,3227.63,3254.99,73632.73
2024-04-27 19:00:00,3254.99,3259.03,3230.35,3234.61,72187.87
2024-04-27 20:00:00,3234.61,3244.21,3220.29,3235.99,65474.77
2024-04-27 21:00:00,3235.99,3251.27,3231.41,3240.35,47428.74
2024-04-27 22:00:00,3240.35,3253.91,3240.35,3243.19,43833.51
2024-04-27 23:00:00,3243.19,3261.49,3243.11,3253.24,30675.26
2024-04-28 00:00:00,3253.24,3258.64,3247.87,3252.12,68479.37
2024-04-28 01:00:00,3252.12,3274.69,3251.13,3263.89,64463.42
2024-04-28 02:00:00,3263.89,3320.53,3260.0,3308.32,78659.05
2024-04-28 03:00:00,3308.32,3327.53,3301.28,3306.88,57318.49
2024-04-28 04:00:00,3306.88,3309.67,3297.71,3299.31,46707.94
2024-04-28 05:00:00,3299.31,3325.72,3298.39,3310.91,51341.06
2024-04-28 06:00:00,3310.91,3323.27,3305.46,3318.91,43687.41
2024-04-28 07:00:00,3318.91,3337.45,3311.83,3315.44,44821.88
2024-04-28 08:00:00,3315.44,3322.6,3303.68,3309.23,43745.91
2024-04-28 09:00:00,3309.23,3316.42,3299.38,3306.28,60276.91
2024-04-28 10:00:00,3306.28,3308.58,3284.77,3298.33,54640.28
2024-04-28 11:00:00,3298.33,3300.18,3272.2,3283.94,56734.01
2024-04-28 12:00:00,3283.94,3296.0,3281.17,3285.85,37108.65
2024-04-28 13:00:00,3285.85,3321.35,3282.35,3311.79,41152.99
2024-04-28 14:00:00,3311.79,3327.34,3303.14,3312.54,58556.68
2024-04-28 15:00:00,3312.54,3324.52,3309.66,3318.1,57949.2
2024-04-28 16:00:00,3318.1,3330.53,3305.56,3318.78,66524.09
2024-04-28 17:00:00,3318.78,3328.45,3311.19,3324.46,35615.72
2024-04-28 18:00:00,3324.46,3360.56,3317.12,3341.81,47363.68
2024-04-28 19:00:00,3341.81,3342.33,3313.15,3314.19,29754.13
2024-04-28 20:00:00,3314.19,3318.73,3306.28,3308.95,31564.81
2024-04-28 21:00:00,3308.95,3311.67,3294.8,3303.83,38484.27
2024-04-28 22:00:00,3303.83,3309.27,3280.0,3288.64,42509.22
2024-04-28 23:00:00,3288.64,3288.64,3250.13,3261.04,54678.02
2024-04-29 00:00:00,3261.04,3285.0,3256.84,3280.27,31464.95
2024-04-29 01:00:00,3280.27,3286.0,3261.84,3273.66,42855.46
2024-04-29 02:00:00,3273.66,3277.61,3213.68,3219.44,70543.48
2024-04-29 03:00:00,3219.44,3222.92,3166.38,3175.75,83443.65
2024-04-29 04:00:00,3175.75,3203.6,3169.22,3199.5,52885.72
2024-04-29 05:00:00,3199.5,3203.63,3173.12,3203.1,71082.5
2024-04-29 06:00:00,3203.1,3206.22,3151.09,3180.19,68172.17
2024-04-29 07:00:00,3180.19,3188.23,3169.9,3185.95,78369.72
2024-04-29 08:00:00,3185.95,3186.65,3162.51,3169.91,72847.8
2024-04-29 09:00:00,3169.91,3185.48,3157.84,3175.32,41434.01
2024-04-29 10:00:00,3175.32,3194.0,3169.41,3173.38,41400.33
2024-04-29 11:00:00,3173.38,3176.05,3146.01,3157.41,68245.94
2024-04-29 12:00:00,3157.41,3173.26,3128.88,3168.86,73497.05
2024-04-29 13:00:00,3168.86,3174.76,3112.57,3129.31,64394.67
2024-04-29 14:00:00,3129.31,3180.36,3121.98,3173.34,72973.47
2024-04-29 15:00:00,3173.34,3184.2,3164.58,3179.97,41315.94
2024-04-29 16:00:00,3179.97,3187.63,3152.57,3156.61,56311.75
2024-04-29 17:00:00,3156.61,3177.65,3154.88,3171.29,52028.9
2024-04-29 18:00:00,3171.29,3176.4,3159.43,3174.3,61824.94
2024-04-29 19:00:00,3174.3,3184.62,3159.41,3184.37,63314.78
2024-04-29 20:00:00,3184.37,3191.63,3171.61,3174.82,53510.5
2024-04-29 21:00:00,3174.82,3176.19,3161.28,3173.36,71046.3
2024-04-29 22:00:00,3173.36,3218.42,3170.06,3213.22,79499.33
2024-04-29 23:00:00,3213.22,3233.49,3210.93,3214.49,65511.76
2024-04-30 00:00:00,3214.49,3248.83,3200.04,3242.56,72759.65
2024-04-30 01:00:00,3242.56,3243.19,3168.3,3170.89,77527.65
2024-04-30 02:00:00,3170.89,3195.43,3146.89,3191.46,78154.4
2024-04-30 03:00:00,3191.46,3192.34,3173.67,3178.55,51850.67
2024-04-30 04:00:00,3178.55,3183.42,3152.35,3168.71,66563.96
2024-04-30 05:00:00,3168.71,3175.51,3150.0,3166.47,36439.68
2024-04-30 06:00:00,3166.47,3173.48,3161.92,3170.29,40896.73
2024-04-30 07:00:00,3170.29,3171.93,3150.82,3155.12,60412.3
2024-04-30 08:00:00,3155.12,3159.77,3052.48,3064.83,116914.77
2024-04-30 09:00:00,3064.83,3072.0,3018.71,3045.14,73866.38
2024-04-30 10:00:00,3045.14,3053.81,3028.13,3043.43,60433.9
2024-04-30 11:00:00,3043.43,3043.43,3001.26,3005.52,79379.71
2024-04-30 12:00:00,3005.52,3015.57,2963.04,3007.57,74483.78
2024-04-30 13:00:00,3007.57,3020.0,2982.15,2992.12,97790.94
2024-04-30 14:00:00,2992.12,3036.49,2982.75,3018.57,87335.0
2024-04-30 15:00:00,3018.57,3027.6,2983.14,2991.53,96619.02
2024-04-30 16:00:00,2991.53,2996.25,2940.0,2984.87,86935.32
2024-04-30 17:00:00,2984.87,2996.6,2972.6,2983.42,56935.49
2024-04-30 18:00:00,2983.42,2990.71,2953.33,2974.6,84171.97
2024-04-30 19:00:00,2974.6,2983.79,2918.36,2926.78,117001.18
2024-04-30 20:00:00,2926.78,2979.29,2925.56,2964.76,82230.15
2024-04-30 21:00:00,2964.76,2991.99,2964.35,2985.37,36602.38
2024-04-30 22:00:00,2985.37,3027.8,2984.41,3007.73,48050.8
2024-04-30 23:00:00,3007.73,3027.65,2997.58,3011.72,67536.57
2024-05-01 00:00:00,3011.72,3021.27,2985.27,2997.23,88831.72
2024-05-01 01:00:00,2997.23,3013.09,2975.51,3001.39,69229.49
2024-05-01 02:00:00,3001.39,3001.9,2957.14,2985.53,68542.74
2024-05-01 03:00:00,2985.53,3006.26,2983.32,3001.86,58902.8
2024-05-01 04:00:00,3001.86,3011.82,3000.87,3004.59,38436.01
2024-05-01 05:00:00,3004.59,3008.84,2984.09,2992.31,58339.04
2024-05-01 06:00:00,2992.31,2995.1,2949.0,2952.35,90396.22
