timestamp,tx_hash,from,to,eth,usd,direction,tag
2025-04-08 12:24:58,0xfb25b73501d521900554e08b54f463cd8dabbc5baf09f69490fdc48c2690475d,0x28c6c06298d514db089934071355e5743bf21d60,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,4804.63,7573395,Unknown,?
2025-04-08 12:24:58,0x84c9a43253b205f72022281c9d36bdf505835f972f6cfddc39e273024deda9ce,0x3d5e94a07899999ddf090be3823f948b68aa8263,0x28c6c06298d514db089934071355e5743bf21d60,700.00,1103389,Unknown,?
2025-04-08 12:24:58,0x1c3ab16946699ec808236d4b4d0fc26c0392ae348772fc7b8a448e455ea9efcf,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,3455.00,5446011,Unknown,?
2025-04-08 12:24:58,0x3311f91e7979f6a5aecee8de516df91e0b9c0ccf4bbed7ab3f431f35b163dcca,0x28c6c06298d514db089934071355e5743bf21d60,0x21a31ee1afc51d94c2efccaa2092ad1028285549,4257.30,6710648,Unknown,?
2025-04-08 12:24:59,0xd79fa3eb2b4a6a6cae0ab1941613457db66f2a894f8c4d4eb7e326508df3cfa9,0x28c6c06298d514db089934071355e5743bf21d60,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,4588.04,7231990,Unknown,?
2025-04-08 12:24:59,0x03375d2c0eae9d23ab0026994540deb2d9111784607bea534210a784012168fe,0x791631ffc94f95f5783e2c094c5c744368499c51,0x28c6c06298d514db089934071355e5743bf21d60,524.00,825965,Unknown,?
2025-04-08 12:24:59,0xa1271b9f26bd2d018bb130166d8139bccbf441bb01762584b4936b55d3560e2c,0xb31c775d8df021130462d1b555fa184cd2def614,0x28c6c06298d514db089934071355e5743bf21d60,799.99,1261005,Unknown,?
2025-04-08 12:24:59,0x6f8e8ea3f2b6e125c12093f579ef48ab2646c5fb1bb25524dde723092b8f671e,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,4402.00,6938739,Unknown,?
2025-04-08 12:24:59,0xeadbdf72618f92ee0e0443880abfdeda60b3e679b8850aad1ecd887f343f7ff5,0x28c6c06298d514db089934071355e5743bf21d60,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,4239.14,6682031,Unknown,?
2025-04-08 12:24:59,0xccd72da5364989aef5fad222be18fca3392207288145e5ab0540cfaaf2cead43,0x28c6c06298d514db089934071355e5743bf21d60,0x21a31ee1afc51d94c2efccaa2092ad1028285549,5124.65,8077837,Unknown,?
2025-04-08 12:24:59,0xa9ef54a7cd80ef24a0ccb77eb0ec29606afcae4c7835e607cbd235e4633ac795,0xa9c61fe59b5702b1d382fd1d5e495887ff34c21d,0x28c6c06298d514db089934071355e5743bf21d60,601.87,948712,Unknown,?
2025-04-08 12:24:59,0xaa4c17f3b0ad7434d85c776a34b079401a17ce27316559513558b0be67f399de,0x28c6c06298d514db089934071355e5743bf21d60,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2823.00,4449810,Unknown,?
2025-04-08 12:25:00,0xb36cb8390127f91965659943e42e5084a802da849728400ebeacb3fb917d801c,0x28c6c06298d514db089934071355e5743bf21d60,0xfa103c21ea2df71dfb92b0652f8b1d795e51cdef,1030.27,1623982,Unknown,?
2025-04-08 12:25:00,0x97bafb3e1bb5b043f7b64edaf57d5888cf92b05a4dbbfca45dc4a4212f1ac254,0x28c6c06298d514db089934071355e5743bf21d60,0x84b38bc60f3bd82640ecefa320dab2be62e2da15,1131.00,1782761,Unknown,?
2025-04-08 12:25:00,0xa8d90b0c94729fa18472f04e598a252fb39d340693146e213beadd701e11b1c0,0xadf2020603e6c4e72b147dea24c0f597564698d7,0x28c6c06298d514db089934071355e5743bf21d60,1200.00,1891524,Unknown,?
2025-04-08 12:25:04,0xbe28f90fd27f0b548a8ab24a1a9ff2294df2b7f0e31fe1370d46a490617e7daa,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,3974.00,6264094,Unknown,?
2025-04-08 12:25:04,0x7ee4aab84667f3c05cf7cfd8fe647f413261b64037b0daa899d09b0fd5b9cf15,0x28c6c06298d514db089934071355e5743bf21d60,0x9696f59e4d72e237be84ffd425dcad154bf96976,6361.38,10027249,Unknown,?
2025-04-08 12:25:04,0x2c250125e335cce027e8e4bf9b5a2b2aec0bdd5159e5225b71aeef37d9b6c8ee,0x28c6c06298d514db089934071355e5743bf21d60,0xdbf5e9c5206d0db70a90108bf936da60221dc080,4958.00,7815147,Unknown,?
2025-04-08 12:25:04,0x41e1a87c1c11922ae15b468bd2fc0f66f86e0b19a951e4e09f0621e38f5a1a8e,0x28c6c06298d514db089934071355e5743bf21d60,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,4604.40,7257783,Unknown,?
2025-04-08 12:25:04,0x11b483e02b4e3fdffdbd1d667dcc37f8654d3b044524fa82c31469a8763007e5,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,3653.99,5759682,Unknown,?
2025-04-08 12:25:04,0x453062d8f3fc3a2f71d8184c00b6e77ea5609c626255d700b74d0217f1dfe8f2,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,898.00,1415488,Unknown,?
2025-04-08 12:25:04,0x4d541934b9b500274f09a257ce8eac88cf3ae9524313cd27f34b2adb8b68b5d4,0x28c6c06298d514db089934071355e5743bf21d60,0x21a31ee1afc51d94c2efccaa2092ad1028285549,4421.72,6969822,Unknown,?
2025-04-08 12:25:04,0x19c5790ed0e23e6da2095e7a24b4ca5381891f756a6eee38259ef6a90fefcc66,0x28c6c06298d514db089934071355e5743bf21d60,0xde67334e18e82901dc8dbe7864f9d6a120fc37d1,1797.80,2833824,Unknown,?
2025-04-08 12:25:04,0x75809e8da69b0ed820ce17ac3a9dc5672eb6b21a7bbc74a9254300fa802ed11c,0xa9c61fe59b5702b1d382fd1d5e495887ff34c21d,0x28c6c06298d514db089934071355e5743bf21d60,2135.33,3365852,Unknown,?
2025-04-08 12:25:05,0x6de5c0de5054acc43010a252baf7b4afd9e49e5dc9b01cc13333029a15e8cb5a,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,6426.00,10129108,Unknown,?
2025-04-08 12:25:05,0x9eacca5aa6e263f4c0dc4a1c2c0c295962d06c119778c6459959c598f0e52d73,0x28c6c06298d514db089934071355e5743bf21d60,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,5034.04,7935013,Unknown,?
2025-04-08 12:25:05,0xb0450ba7682bd4ac055176099fd58eb08c042fc1be7bcda744546b1e318845a7,0x28c6c06298d514db089934071355e5743bf21d60,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,4342.39,6844775,Unknown,?
2025-04-08 12:25:05,0xe994c419acc2d1c7cbd6cd2a4fa2dcff00ba2e7676756722869a07cc34f49460,0xfe9cb5423f54c8d69917c5beeb8c00503b4a1a91,0x28c6c06298d514db089934071355e5743bf21d60,2034.32,3206634,Unknown,?
2025-04-08 12:25:05,0xe02e6c9e1433b4a1e5344be40e8e239211ce6314ba4de2872a89e6a773b3f0a9,0x28c6c06298d514db089934071355e5743bf21d60,0xd1f6a06e614eb10b880584684fe132caa6d4d95b,1500.00,2364403,Unknown,?
2025-04-08 12:25:05,0x38adbe49428e5fa0901758bbdd383098759a9ffc6851a7a39492bba3642a74bb,0x28c6c06298d514db089934071355e5743bf21d60,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,5719.79,9015926,Unknown,?
2025-04-08 12:25:05,0x0593e5c9e756ed0b2a65ff96b88d117db6f8b8b4fd6167b1610cf96bc7ecb1d3,0x8026f936c4f73f6fb05e3911b0f9cb5b74b69566,0x28c6c06298d514db089934071355e5743bf21d60,541.35,853313,Unknown,?
2025-04-08 12:25:05,0x88751d59da16d6563ea88aa56695c55d2e8cd26623b697c274b176ee9d1e9e1e,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,1457.00,2296620,Unknown,?
2025-04-08 12:25:05,0xc5b4c6479a58c44dde37301ec21c3363d320afe8548a84e38d29073dc679f0b9,0x28c6c06298d514db089934071355e5743bf21d60,0x21a31ee1afc51d94c2efccaa2092ad1028285549,4179.72,6588374,Unknown,?
2025-04-08 12:25:06,0xf224fbf47ab20667ef597f1370774ce824c85cb56fcc7c83ae6e76b011838d11,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,1990.00,3136771,Unknown,?
2025-04-08 12:25:06,0x68213ee8e4d95d4dfe23afb13e9a33048074c4515e9ed2fbe127bb40d372378e,0x28c6c06298d514db089934071355e5743bf21d60,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,5162.29,8137167,Unknown,?
2025-04-08 12:25:06,0xca7f74f1be6e3d0c7d982a7c51373bb6cd223539ecf1a304f89e89ffc2aefe12,0x28c6c06298d514db089934071355e5743bf21d60,0x9d3084d0fdabce20f1bd3271d86b0e4f630c64c7,575.00,906353,Unknown,?
2025-04-08 12:25:06,0xbcbd213f4c68a35c0883006cb39113c915c7e6958681cc1c9d0ceeb9e32e1df9,0x28c6c06298d514db089934071355e5743bf21d60,0x9696f59e4d72e237be84ffd425dcad154bf96976,4184.70,6596217,Unknown,?
2025-04-08 12:25:06,0x4bebfac0dea48dd20925798ccfc291a94fb5a56a59c543424828eda0dbca9cb0,0xab2cff1b52e22a7ab8a98d86710aa4a49c14715e,0x28c6c06298d514db089934071355e5743bf21d60,4950.25,7802928,Unknown,?
2025-04-08 12:25:06,0xb89bddcf75d6cf634c1ff7bde970b3850678cc0ee044b41932700c3bf0e38f22,0x28c6c06298d514db089934071355e5743bf21d60,0x32d4703e5834f1b474b17dfdb0ac32cc22575145,535.00,843304,Unknown,?
2025-04-08 12:25:06,0x0a9fde43719719d4d15169506393a36927b83d03fdafbac952974c998be90bd8,0xed89da9dd83a0d703991ee833969489278b260e7,0x28c6c06298d514db089934071355e5743bf21d60,563.76,888635,Unknown,?
2025-04-08 12:25:06,0x9c4b950166564c11969cbe76a0c6329d8f61b0c90a3aedc8ac059bb2a784bee7,0x05cfc8d3ca36bc774963c3999efd8a1e38f5b40b,0x28c6c06298d514db089934071355e5743bf21d60,1639.33,2584033,Unknown,?
2025-04-08 12:25:07,0x67d055c7c1ef2672810d7df8878c3d5c50abccc4c6ac9631a9607ace9ccd3759,0x28c6c06298d514db089934071355e5743bf21d60,0x92906bcda08de8edfab009eb90e47c426d61205b,508.43,801422,Unknown,?
2025-04-08 12:25:07,0xe6637bd9d76d26c17bc43236090ed2873c30a8ea9ebbe75e779901ddbc76cb10,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,996.00,1569961,Unknown,?
2025-04-08 12:25:07,0x065b13ed5fc95203285fd43a39bd6298658bb3b4a24a03f0b066a7dfffe63c39,0x28c6c06298d514db089934071355e5743bf21d60,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,4329.83,6824983,Unknown,?
2025-04-08 12:25:07,0xa0fed001a2b8c3da71898622931a3a9ffdb1e6348f810d59628150d7638cfb1e,0x28c6c06298d514db089934071355e5743bf21d60,0x21a31ee1afc51d94c2efccaa2092ad1028285549,4532.73,7144809,Unknown,?
2025-04-08 12:25:10,0x866e3a22864e607bb275da340fccf0534522d4780bd13dff112e191c986b1e00,0x9a21cf1552630a00eed185f3aaf7af3751226e42,0x28c6c06298d514db089934071355e5743bf21d60,5000.00,7881356,Unknown,?
2025-04-08 12:25:10,0x6f82e12725e9e45ce25a65c4acfe9b628a7254dad250e4d7a2f00fb28966ee68,0x28c6c06298d514db089934071355e5743bf21d60,0x9696f59e4d72e237be84ffd425dcad154bf96976,6686.02,10538978,Unknown,?
2025-04-08 12:25:10,0x94b9b3d7c6d56772c5f118159d7c623572f94cf0d0c792f338c0f8282b5a45d4,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,3090.99,4872241,Unknown,?
2025-04-08 12:25:10,0x85d6e5df69e8ea109b14bb9a0dcbfd4c58ce881a5a1983c7186fd28ce46aa960,0x34e479b3dbd9f1b05cf9fff3e7bcee2630e403ad,0x28c6c06298d514db089934071355e5743bf21d60,3050.00,4807623,Unknown,?
2025-04-08 12:25:10,0x456622a93c8cc99ff2c29d4558f6c692963bf5fe883e9b82b77b3bc947fcba27,0xa9c61fe59b5702b1d382fd1d5e495887ff34c21d,0x28c6c06298d514db089934071355e5743bf21d60,2022.01,3187235,Unknown,?
2025-04-08 12:25:11,0xb58ebf044f81ff88e28a3195c291aeae99f481e903f55550d8817efd4ca5330d,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,994.00,1566808,Unknown,?
2025-04-08 12:25:11,0xc7c50dc880f9d241fa7f52267cb83862d543d0ce581895f53316ff93708a151f,0xfcc9f2424ef3f7a83ae1f78f1fadde1b8cf09f5a,0x28c6c06298d514db089934071355e5743bf21d60,500.04,788201,Unknown,?
2025-04-08 12:25:11,0x2035ecef6fd6977fa54326cdcc536b8dc6116e28be609b2ca31eaa73c974a164,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,630.00,993049,Unknown,?
2025-04-08 12:25:11,0x2a524114500b2685f723413df07ee53dba5f37bf9b3b58477090b03fed62c806,0xfa0c617600567a0bb769782fdd309a88b709be21,0x28c6c06298d514db089934071355e5743bf21d60,526.00,829118,Unknown,?
2025-04-08 12:25:11,0xb7741c14dd89b7f7970866c2a64ab041956bf86a7ca4ee19b4a024d9ce52fb93,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,4595.99,7244521,Unknown,?
2025-04-08 12:25:11,0x55537b964751a3a6dcc22c4156d1a9f388bdaddf741d02b9365f0b0b7033589c,0x28c6c06298d514db089934071355e5743bf21d60,0xdbf5e9c5206d0db70a90108bf936da60221dc080,2000.00,3152540,Unknown,?
2025-04-08 12:25:11,0x53e4defd9935d93a4c821508094a9cbffa8d3a08ca1304b2f31e1e7cff7be7d6,0x28c6c06298d514db089934071355e5743bf21d60,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,4698.44,7406011,Unknown,?
2025-04-08 12:25:11,0x7a47e6286a523afdf50d5036826facebf225428260431ac6b4e092270cb5a2fd,0x6853459371f8494609ce18a4a55ed46b680abf18,0x28c6c06298d514db089934071355e5743bf21d60,799.50,1260228,Unknown,?
2025-04-08 12:25:11,0x81b4d075ea8f7d7670040fc290a7d41b688172ed60c8a7f408e0246a6304dc35,0x34e479b3dbd9f1b05cf9fff3e7bcee2630e403ad,0x28c6c06298d514db089934071355e5743bf21d60,1936.20,3051972,Unknown,?
2025-04-08 12:25:11,0x91ea9bb707790f86a1220b65ab63bca983ad3a9d84c7e822ce6a746f3ec0cb1a,0x28c6c06298d514db089934071355e5743bf21d60,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,7503.38,11827352,Unknown,?
2025-04-08 12:25:12,0x1c15807098783b35f2af437f12ebd0611db322b560aa2e140a62e482d564e0b4,0x28c6c06298d514db089934071355e5743bf21d60,0x51c72848c68a965f66fa7a88855f9f7784502a7f,607.00,956796,Unknown,?
2025-04-08 12:25:12,0xc7d33a607bd6d5958d708c9545016e4e0f627d6e8adc59166aff9711c1c014e5,0x28c6c06298d514db089934071355e5743bf21d60,0x091d1c972cb1648537a2ba78eaba371b1ce18336,710.00,1119149,Unknown,?
2025-04-08 12:25:12,0x50a9521ccc8b6c74a5d84d091bd9b422f200c23422b104c9c4aed6df2a1a91cf,0x28c6c06298d514db089934071355e5743bf21d60,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,5068.90,7989953,Unknown,?
2025-04-08 12:25:12,0x969cdd9d3d88ee578c258ba42c69fb8a42564c05b90cdb9b8ac43a9502b97e68,0x1833b0fdf360667d6ef9a3b918ab24eaa5c25393,0x28c6c06298d514db089934071355e5743bf21d60,637.45,1004801,Unknown,?
2025-04-08 12:25:12,0x7109b1bd9dfca67bec54892c22db17e8e022d21e1904db6ff70e9772bf0e22f8,0x28c6c06298d514db089934071355e5743bf21d60,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,5522.29,8704621,Unknown,?
2025-04-08 12:25:12,0x2f4890392c3b8bc7405a3b7a4abbf110943706548176d3d09c4aecdb397a8faa,0x1a847b0d11120b8510edcd3c81c4e4249460330a,0x28c6c06298d514db089934071355e5743bf21d60,2514.10,3962896,Unknown,?
2025-04-08 12:25:12,0x9843747312b044981bdd2c21f480dbc5796d012b1be8dd4186f42b4f221e43e2,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,4344.00,6847314,Unknown,?
2025-04-08 12:25:12,0x09c41773f38d7d46fa8974ed127caff7ed8407e7e58602b89d0fab444eeff188,0xf53b90605e3e48d5f015a4451118d93565dc23e1,0x28c6c06298d514db089934071355e5743bf21d60,693.92,1093801,Unknown,?
2025-04-08 12:25:13,0x3b344dd8210097a66df9091ac01d37a713e827b7901389df233d5c4da0c53b7e,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,997.99,1573108,Unknown,?
2025-04-08 12:25:13,0xe9c3778eda33c2034813dac9973cdf173543934e375921c5d4d6b1df66ae0c48,0x1bf7a9e3a364e7f5761345837f222cd93e230c4f,0x28c6c06298d514db089934071355e5743bf21d60,2209.21,3482318,Unknown,?
2025-04-08 12:25:20,0x8d53f1e1881564f59b3c4f86dd86d08760cd49ae5ec432e2c6a3fe4cdb8bb4a8,0x564286362092d8e7936f0549571a803b203aaced,0x28c6c06298d514db089934071355e5743bf21d60,31205.36,49188079,Unknown,?
2025-04-08 12:25:26,0x9442b6c081f3f1b68d8512327de77569de0d1bef0826cd14af0794f828ff57d7,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x28c6c06298d514db089934071355e5743bf21d60,3078.91,4853192,Outflow,Binance_1
2025-04-08 12:25:27,0xcbc777f901043e4699fb745fb53739b80ed1fe15a2d2f607f7d078b1ff03bb00,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x28c6c06298d514db089934071355e5743bf21d60,1171.78,1847044,Outflow,Binance_1
2025-04-08 12:25:27,0x73e769da87763f82ca978ada846b9082db6f6da93996a901568932aac6500e04,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x28c6c06298d514db089934071355e5743bf21d60,34564.87,54483566,Outflow,Binance_1
2025-04-08 12:25:27,0x162172b455b10b2c1d2ce7abb1875bf0b59566af913d57b57653234312fea9ec,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.67,1057156,Inflow,Binance_1
2025-04-08 12:25:27,0xce9d99c8059446dc0450fb5f9679d4061477b333a1985f39e227629c5dd96616,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.67,1057156,Inflow,Binance_1
2025-04-08 12:25:27,0x025d0684eafa307f2eb9f3e8bb3cd22795e0fcc1b208d759c722aa01ac926660,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.67,1057156,Inflow,Binance_1
2025-04-08 12:25:27,0x3b6bc1e1583bb5d109abe7d5f9883be267f89f35f06f222e27ef0ed329c0b7f7,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.65,1057119,Inflow,Binance_1
2025-04-08 12:25:27,0x92d02ca2d245638794c7fd7a626c748752d060e6ecd8cbab1d3251b2b90b00f1,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.65,1057119,Inflow,Binance_1
2025-04-08 12:25:28,0x1912b878da2b1eca93e767ea8178faa4a322e8bb2cd68ccced7b9805269b5642,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.65,1057119,Inflow,Binance_1
2025-04-08 12:25:28,0x65eeba6575f0c42c42536a48c03f36da0c7f14d1b00e76e4d9ee544ea8bc2bc3,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.62,1057077,Inflow,Binance_1
2025-04-08 12:25:28,0x7b9ba87988164c221ff9e0c769e756f4bf140a5df70685228e200949a26aead4,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.62,1057077,Inflow,Binance_1
2025-04-08 12:25:28,0x042d95bb21fddccb5b09c9a6c01f0b401365795e939ff1dfce6786d9b1bfdea6,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.62,1057077,Inflow,Binance_1
2025-04-08 12:25:28,0x67713dbf72f41b984e985f83964327398b2c0785709ac31e8ce1d60e3ffc130b,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.67,1057156,Inflow,Binance_1
2025-04-08 12:25:28,0xbdba239c5ff7a4b2cea0f98b24d0b61534228797cb16b3a1dfd08e0f92db0a47,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.62,1057077,Inflow,Binance_1
2025-04-08 12:25:29,0x4994be6680916379fa24f26d0cfb39d8cd5ca8c53e7f33504f4f0808ca210fb1,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,670.59,1057034,Inflow,Binance_1
2025-04-08 12:25:29,0xfca1a3e636113431066ccbe6d0443f0b22b1889195207bd56080efc5ddd6bb1d,0xbdbf7f7135218fc78bea7e0ebbd6769a31af2976,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,580.58,915150,Inflow,Binance_1
2025-04-08 12:25:29,0x448971ff9ad713b593c42b58512b56d95243609c8e4efbbb84f3d063c4f9d5c9,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x28c6c06298d514db089934071355e5743bf21d60,893.91,1409044,Outflow,Binance_1
2025-04-08 12:25:29,0x4f454603aee2ac65d04de74ee374144a322202c867cea9d307a5b1f7089d2593,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x28c6c06298d514db089934071355e5743bf21d60,7471.73,11777457,Outflow,Binance_1
2025-04-08 12:25:29,0xfaae0dcd601d36c1c9e52450ebf464eac7191b130a438ed64c0cd699561667b2,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x28c6c06298d514db089934071355e5743bf21d60,306714.85,483465418,Outflow,Binance_1
2025-04-08 12:25:29,0x43180cb177c0eba8897e78fa97307b55665cfd7cd667851d982b17ff8c20cc0f,0x6ef291b91fb18b12d3016a1d2a813b1017c5ae47,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,641.86,1011752,Inflow,Binance_1
2025-04-08 12:25:29,0x948d15ab3ba719467e718ae35a111fa4922735b8c7257b08b23485bc535800bb,0x6ef291b91fb18b12d3016a1d2a813b1017c5ae47,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,641.86,1011752,Inflow,Binance_1
