macd,macd_diff,ema9,sma20,sma50,sma100,price_ema9_ratio,price_sma20_ratio,price_sma50_ratio,di_plus,di_minus,bb_upper,bb_lower,bb_pct,obv,obv_ma20,rsi,rsi_ma5,cci,roc_10,roc_20,donchian_high_20,donchian_low_20,dist_from_high_20,vwap_24,vwap_ratio,tenkan_sen,kijun_sen,senkou_span_a,price_vs_kumo,supertrend,supertrend_direction,mfi,cmf,ema9_ratio
12.466141511798469,-8.176903698608033,2262.9619644185123,2267.8100000000004,2211.5173999999997,2242.1312,-0.002890885715877811,-0.0050224666087548275,0.020303977712316623,19.796325634437135,21.520227698020953,2321.7331642246336,2213.886835775367,0.39438676157289426,1034823.6299999997,1255324.2164999999,51.519049103968975,52.43963632765929,-47.49490339182179,-2.4141092620143114,1.7840468769030293,2318.91,2206.99,-0.026948005744077963,2248.948739135,0.0033221125653017936,2255.755,2239.675,2176.295,80.125,0.9536280503618318,1.0,42.50092970737907,-0.03641139429588745,0.28992671659142655
8.111402606552929,-10.025314083082858,2254.56957153481,2267.38,2214.3851999999997,2242.0223,-0.014889570035293898,-0.020455327294057524,0.0029871948204858167,17.81616748655284,19.844673265121443,2322.6357910086967,2212.1242089913035,0.08031548229306477,892590.3999999997,1248831.755,43.656699910503264,48.080179227049825,-94.74613348386727,-3.0541648297445976,-0.38571941155363787,2318.91,2206.99,-0.04222242346619742,2250.294634735256,-0.013018132951600037,2255.755,2239.675,2175.2825000000003,45.717499999999745,0.9647419203115322,1.0,35.344427061587524,-0.1250084504696166,1.5114620231791998
2.1294116966705587,-12.805843994372184,2241.643657227848,2265.174,2216.7111999999997,2241.8093,-0.023065065252961703,-0.03321334255116826,-0.012076990453244285,16.02922173550097,26.89673712442369,2328.5071108978295,2201.8408891021704,-0.09395471763079156,740945.2699999997,1229129.6064999998,38.15747263148757,44.846542586012205,-184.12083717049592,-4.168562926658488,-1.9748798152242952,2318.91,2175.41,-0.0556166474766161,2250.629169820935,-0.02696542399553259,2239.965,2239.675,2175.2825000000003,14.6574999999998,0.9576908977661117,1.0,30.05996920603576,-0.17773067197672304,2.3609622742106096
-1.7384092349652747,-13.338931940806415,2233.4169257822787,2263.3689999999997,2219.5062000000003,2241.86,-0.014733892898547096,-0.02777231640090483,-0.008558750590559328,15.416708439079684,25.8689511600827,2331.714863049615,2195.0231369503845,0.040140418196435664,783132.5999999996,1208825.5189999999,40.8864265273496,43.39533964578921,-162.62360274606337,-4.002181262951239,-1.614049834347513,2318.91,2175.41,-0.051058471437011255,2252.046282920998,-0.022884202385997532,2239.965,2246.51,2174.05,26.460000000000036,0.953246320836694,1.0,29.57657009309962,-0.17984917793642594,1.4954226875714571
-5.020167409495116,-13.296552092269005,2226.155540625823,2261.202,2221.0944,2241.5436,-0.013047399472211896,-0.028344216925334398,-0.010798460434639723,16.932751010767372,23.79099995611147,2334.8590997528195,2187.544900247181,0.06492992382891809,691550.4999999997,1182262.2479999997,40.27084116721948,42.89809786810578,-143.3857209452802,-3.7625765984380304,-1.9344328148362917,2318.91,2175.41,-0.052524677542465925,2250.543359522336,-0.023742426155111573,2237.7749999999996,2246.51,2174.05,23.059999999999945,0.9556191282131199,1.0,30.15775336403931,-0.17904136163724652,1.321988458740031
-7.388950396269593,-12.532268063234785,2220.7104325006585,2259.2855,2222.1322,2239.1250999999997,-0.009807866969910428,-0.026714419226786523,-0.01044141298163992,16.14613491227094,22.68578181684368,2337.205927225451,2181.365072774549,0.11271067068606688,726062.5399999997,1159809.4509999997,40.784789615206584,40.751245970353295,-123.848788409454,-4.096630409183303,-1.7132563939819414,2318.91,2175.41,-0.05173982603895799,2250.4443158946196,-0.022890731190627678,2236.5950000000003,2247.16,2190.9475,7.982499999999618,0.957121985181373,1.0,33.125862784758894,-0.1690066970112911,0.9905014029850223
-8.098065837231843,-10.593106803357628,2219.018346000527,2256.798,2222.9404,2236.4493999999995,-0.003050153241286102,-0.019739471587620905,-0.004809125786728208,16.800510391266148,21.553055492351515,2337.345106118077,2176.2508938819224,0.2234661668993112,756981.7499999997,1135040.5194999997,44.545642606837156,40.92903450962008,-92.98193606471612,-3.6736595518631683,-2.1993810786914234,2318.91,2175.41,-0.04599574800229411,2250.7575183347326,-0.017108692527315505,2224.9449999999997,2247.16,2195.09,17.159999999999854,0.9550254333620715,1.0,37.358644878841716,-0.16783512187978317,0.3059485139802032
-8.74004442103751,-8.988068309730636,2217.2166768004217,2253.1255,2224.3754,2233.8160000000003,-0.0032503259044673882,-0.019135862605078935,-0.006458172482936009,17.72524518516073,19.889848534012682,2335.1592626773077,2171.0917373226926,0.23720881139146727,678066.3799999997,1102358.6539999996,44.039095374055236,42.105359058133615,-80.15448275862059,-2.498411746020526,-3.216609881495617,2318.91,2175.41,-0.04696171908353475,2249.614365212541,-0.01760495746514279,2224.9449999999997,2247.16,2198.295,11.715000000000146,0.9574239222711386,1.0,38.02719627028906,-0.19392216905928616,0.3260924973380819
-9.863759329477489,-8.089426574536493,2213.9693414403373,2248.7425,2224.8654,2230.9722,-0.0058669924633585335,-0.02123964838126191,-0.010735660683113712,17.043688205974547,19.12505995468959,2332.074787590086,2165.4102124099136,0.21342140374841964,644521.1799999997,1065610.8849999998,41.96728497718501,42.32153074810069,-79.99149424925933,-1.9874332586691417,-3.8302223154362354,2318.91,2175.41,-0.05085579000478668,2248.9964138486366,-0.021350151362165892,2224.9449999999997,2247.16,2199.9425,1.037499999999909,0.961524890599373,1.0,39.9419545067402,-0.2205614815271847,0.590161720703386
-17.380473182762216,-12.484912342256976,2194.45147315227,2239.6465,2223.8813999999998,2227.043,-0.03557675989076314,-0.055038373243277317,-0.048339538250555814,12.96583538598103,33.450133207269836,2337.759182212835,2141.5338177871645,-0.12818841162959096,206633.6199999997,1004413.8794999996,28.459035089376698,39.95916953253213,-158.30519750519696,-4.839028776978412,-7.915415742070228,2318.91,2101.0,-0.08733844780521871,2226.28232004375,-0.04936585043786823,2182.79,2209.955,2199.98,-83.59999999999991,0.9693064740685341,1.0,27.47788586241404,-0.3389888202219407,3.688915655613356
-18.442394598494957,-10.837467006391773,2190.443178521816,2232.755,2223.9594,2223.5537000000004,-0.007319604853952888,-0.026131393726584573,-0.022279813201626086,11.0761313477691,28.574947774262576,2328.8451881567357,2136.6648118432645,0.19640500700845775,380946.7999999997,948208.3504999997,42.20167982018831,40.24254757352848,-128.560355146918,-3.6345183963978434,-5.960886413175101,2313.49,2101.0,-0.06011696614206241,2221.793628693524,-0.02132674613950858,2164.6400000000003,2209.955,2209.925,-35.51500000000033,0.9323846423581287,1.0,32.312742338733344,-0.296427817117694,0.7373576520443015
-20.655667564115447,-10.44059197760981,2183.246542817453,2225.9294999999997,2223.7636,2219.7226,-0.013185200229518745,-0.0321077105092501,-0.031165003330390073,10.460024748278446,26.98547457725413,2323.8845847021066,2127.974415297893,0.13519249553329987,323526.4099999997,892753.1819999997,39.39958886156863,39.21333682447478,-107.12313991035289,-2.9959477712741993,-5.9586114178710226,2304.52,2101.0,-0.0651155121239998,2218.433921064271,-0.02883742466107808,2164.6400000000003,2209.955,2210.9925000000003,-56.532500000000255,0.9513326631555402,1.0,36.42790853379754,-0.2961725431095124,1.3361372602625599
-22.733466411093104,-10.014712659669973,2176.037234253962,2219.0295,2222.9388,2216.0234,-0.013252178685191018,-0.03236978147428882,-0.03407147331271565,10.130107625379226,27.73279479911121,2318.7382108481347,2119.3207891518655,0.13980328604687756,288978.9699999997,841680.5049999997,38.4003572622805,38.08558920211983,-116.51946428364637,-1.9516516434240314,-6.038858743217224,2304.52,2101.0,-0.06826584277853964,2216.19215249346,-0.031130943413835488,2164.6400000000003,2209.955,2226.0875,-78.88750000000027,0.949545461298672,1.0,38.560189446087065,-0.30121609169591207,1.3430157532583031
